Target	Label	Assoc	n	Rank	RankMax	Probability
dinamik	tem	işletme	1	6	21	0.01
dinamik	tem	kinetik	1	6	21	0.01
dinamik	tem	koşu	1	6	21	0.01
dinamik	tem	kuvvet	1	6	21	0.01
dinamik	tem	makine	1	6	21	0.01
dinamik	tem	neşeli	1	6	21	0.01
dinamik	tem	pasif	1	6	21	0.01
dinamik	tem	potansiyel	1	6	21	0.01
dinamik	tem	saha	1	6	21	0.01
dinamik	tem	sayaç	1	6	21	0.01
dinamik	tem	çalışkan	1	6	21	0.01
dinamik	umi	enerjik	12	1	52	0.114
dinamik	umi	güçlü	8	2	51	0.076
dinamik	umi	hareketli	8	2	51	0.076
dinamik	umi	enerji	6	3	49	0.057
dinamik	umi	hızlı	6	3	49	0.057
dinamik	umi	aktif	4	4	47	0.038
dinamik	umi	canlı	4	4	47	0.038
dinamik	umi	hareket	4	4	47	0.038
dinamik	umi	dinç	3	5	44	0.029
dinamik	umi	fizik	3	5	44	0.029
dinamik	umi	?	2	6	42	0.019
dinamik	umi	atik	2	6	42	0.019
dinamik	umi	güç	2	6	42	0.019
dinamik	umi	neşeli	2	6	42	0.019
dinamik	umi	spor	2	6	42	0.019
dinamik	umi	basınç	1	7	37	0.01
dinamik	umi	bisiklet	1	7	37	0.01
dinamik	umi	bomba	1	7	37	0.01
dinamik	umi	canlılık	1	7	37	0.01
dinamik	umi	dayanıklı	1	7	37	0.01
dinamik	umi	denge	1	7	37	0.01
dinamik	umi	dinamit	1	7	37	0.01
dinamik	umi	eğlenceli	1	7	37	0.01
dinamik	umi	gazete	1	7	37	0.01
dinamik	umi	genç	1	7	37	0.01
dinamik	umi	gençlik	1	7	37	0.01
dinamik	umi	gezi	1	7	37	0.01
dinamik	umi	heyecan	1	7	37	0.01
dinamik	umi	heyecanlı	1	7	37	0.01
dinamik	umi	hız	1	7	37	0.01
dinamik	umi	kas	1	7	37	0.01
dinamik	umi	kırmızı	1	7	37	0.01
dinamik	umi	makine	1	7	37	0.01
dinamik	umi	mekanizma	1	7	37	0.01
dinamik	umi	motor	1	7	37	0.01
dinamik	umi	nesil	1	7	37	0.01
dinamik	umi	omuz	1	7	37	0.01
dinamik	umi	patlayıcı	1	7	37	0.01
dinamik	umi	potansiyel	1	7	37	0.01
dinamik	umi	prizma	1	7	37	0.01
dinamik	umi	sağlam	1	7	37	0.01
dinamik	umi	sporcu	1	7	37	0.01
dinamik	umi	statik	1	7	37	0.01
dinamik	umi	sürekli	1	7	37	0.01
dinamik	umi	termo	1	7	37	0.01
dinamik	umi	turuncu	1	7	37	0.01
dinamik	umi	uyum	1	7	37	0.01
dinamik	umi	yapı taşı	1	7	37	0.01
dinamik	umi	yaşlı	1	7	37	0.01
dinamik	umi	yeni	1	7	37	0.01
dinamik	umi	yüksek	1	7	37	0.01
dinamik	umi	zaman	1	7	37	0.01
dizgin	onl	dolu	21	1	12	0.404
dizgin	onl	at	19	2	11	0.365
dizgin	onl	?	2	3	10	0.038
dizgin	onl	sakin	2	3	10	0.038
dizgin	onl	coşmak	1	4	8	0.019
dizgin	onl	düzen	1	4	8	0.019
dizgin	onl	fazla	1	4	8	0.019
dizgin	onl	ip	1	4	8	0.019
dizgin	onl	sıra	1	4	8	0.019
dizgin	onl	tasma	1	4	8	0.019
dizgin	onl	zincir	1	4	8	0.019
dizgin	onl	üzengi	1	4	8	0.019
dizgin	tem	at	67	1	22	0.67
dizgin	tem	dolu	7	2	21	0.07
dizgin	tem	duruş	3	3	20	0.03
dizgin	tem	ip	3	3	20	0.03
dizgin	tem	kontrol	2	4	18	0.02
dizgin	tem	sınırlama	2	4	18	0.02
dizgin	tem	bilinç	1	5	16	0.01
dizgin	tem	disiplin	1	5	16	0.01
dizgin	tem	dur	1	5	16	0.01
dizgin	tem	düzenli	1	5	16	0.01
dizgin	tem	düğün	1	5	16	0.01
dizgin	tem	el	1	5	16	0.01
dizgin	tem	fren	1	5	16	0.01
dizgin	tem	gem	1	5	16	0.01
dizgin	tem	hızlı	1	5	16	0.01
dizgin	tem	irade	1	5	16	0.01
dizgin	tem	ot	1	5	16	0.01
dizgin	tem	sakin	1	5	16	0.01
dizgin	tem	santral	1	5	16	0.01
dizgin	tem	tutma	1	5	16	0.01
dizgin	tem	yavaşlama	1	5	16	0.01
dizgin	tem	yular	1	5	16	0.01
dizgin	umi	at	39	1	35	0.371
dizgin	umi	?	13	2	34	0.124
dizgin	umi	dolu	13	2	34	0.124
dizgin	umi	sakin	5	3	32	0.048
dizgin	umi	durgun	3	4	31	0.029
dizgin	umi	durmak	2	5	30	0.019
dizgin	umi	düzenli	2	5	30	0.019
dizgin	umi	asi	1	6	28	0.01
dizgin	umi	atik	1	6	28	0.01
dizgin	umi	dizginsiz	1	6	28	0.01
dizgin	umi	dizili	1	6	28	0.01
dizgin	umi	dizmek	1	6	28	0.01
dizgin	umi	dur	1	6	28	0.01
dizgin	umi	durma	1	6	28	0.01
dizgin	umi	düzen	1	6	28	0.01
dizgin	umi	engel	1	6	28	0.01
dizgin	umi	eğer	1	6	28	0.01
dizgin	umi	gençlik	1	6	28	0.01
dizgin	umi	güç	1	6	28	0.01
dizgin	umi	kayış	1	6	28	0.01
dizgin	umi	kitap	1	6	28	0.01
dizgin	umi	kontrol	1	6	28	0.01
dizgin	umi	kural	1	6	28	0.01
dizgin	umi	kısıtlama	1	6	28	0.01
dizgin	umi	sakinlik	1	6	28	0.01
dizgin	umi	seyis	1	6	28	0.01
dizgin	umi	sınırlamak	1	6	28	0.01
dizgin	umi	sınırsız	1	6	28	0.01
dizgin	umi	sığmayan	1	6	28	0.01
dizgin	umi	uslu	1	6	28	0.01
dizgin	umi	yarış	1	6	28	0.01
dizgin	umi	yavaş	1	6	28	0.01
dizgin	umi	yağmur	1	6	28	0.01
dizgin	umi	yıllar	1	6	28	0.01
dizgin	umi	zincir	1	6	28	0.01
duygulu	onl	ağlamak	6	1	31	0.115
duygulu	onl	hassas	6	1	31	0.115
duygulu	onl	his	3	2	29	0.058
duygulu	onl	insan	3	2	29	0.058
duygulu	onl	ağlak	2	3	27	0.038
duygulu	onl	aşk	2	3	27	0.038
duygulu	onl	coşkulu	2	3	27	0.038
duygulu	onl	duygusal	2	3	27	0.038
duygulu	onl	hisli	2	3	27	0.038
duygulu	onl	kız	2	3	27	0.038
duygulu	onl	üzgün	2	3	27	0.038
duygulu	onl	Ayhan	1	4	20	0.019
duygulu	onl	anlayışlı	1	4	20	0.019
duygulu	onl	anne	1	4	20	0.019
duygulu	onl	ağla	1	4	20	0.019
duygulu	onl	aşık	1	4	20	0.019
duygulu	onl	bayan	1	4	20	0.019
duygulu	onl	ben	1	4	20	0.019
duygulu	onl	düşünceli	1	4	20	0.019
duygulu	onl	etkilenen	1	4	20	0.019
duygulu	onl	gözyaşı	1	4	20	0.019
duygulu	onl	hüzünlü	1	4	20	0.019
duygulu	onl	ilişki	1	4	20	0.019
duygulu	onl	içli	1	4	20	0.019
duygulu	onl	kadın	1	4	20	0.019
duygulu	onl	kadınlar	1	4	20	0.019
duygulu	onl	kardeş	1	4	20	0.019
duygulu	onl	rengarenk	1	4	20	0.019
duygulu	onl	romantik	1	4	20	0.019
duygulu	onl	saf	1	4	20	0.019
duygulu	onl	sulu göz	1	4	20	0.019
duygulu	tem	hassas	13	1	35	0.13
duygulu	tem	hisli	13	1	35	0.13
duygulu	tem	ağlamak	11	2	33	0.11
duygulu	tem	romantik	8	3	32	0.08
duygulu	tem	gözyaşı	6	4	31	0.06
duygulu	tem	içli	5	5	30	0.05
duygulu	tem	duygusal	4	6	29	0.04
duygulu	tem	hüzünlü	4	6	29	0.04
duygulu	tem	şair	3	7	27	0.03
duygulu	tem	acıklı	2	8	26	0.02
duygulu	tem	coşku	2	8	26	0.02
duygulu	tem	düşünceli	2	8	26	0.02
duygulu	tem	içten	2	8	26	0.02
duygulu	tem	kız	2	8	26	0.02
duygulu	tem	sulu göz	2	8	26	0.02
duygulu	tem	şarkı	2	8	26	0.02
duygulu	tem	acımasız	1	9	19	0.01
duygulu	tem	aşk	1	9	19	0.01
duygulu	tem	dramatik	1	9	19	0.01
duygulu	tem	duyarlı	1	9	19	0.01
duygulu	tem	etkilenme	1	9	19	0.01
duygulu	tem	gaddar	1	9	19	0.01
duygulu	tem	hayvan	1	9	19	0.01
duygulu	tem	hikaye	1	9	19	0.01
duygulu	tem	ince	1	9	19	0.01
duygulu	tem	kırılgan	1	9	19	0.01
duygulu	tem	lirik	1	9	19	0.01
duygulu	tem	masum	1	9	19	0.01
duygulu	tem	mutlu	1	9	19	0.01
duygulu	tem	nazik	1	9	19	0.01
duygulu	tem	neşeli	1	9	19	0.01
duygulu	tem	saf	1	9	19	0.01
duygulu	tem	yaş	1	9	19	0.01
duygulu	tem	üzgün	1	9	19	0.01
duygulu	tem	şiir	1	9	19	0.01
duygulu	umi	gözyaşı	11	1	53	0.105
duygulu	umi	hassas	10	2	52	0.095
duygulu	umi	ağlamak	6	3	51	0.057
duygulu	umi	romantik	6	3	51	0.057
duygulu	umi	hüzünlü	5	4	49	0.048
duygulu	umi	kadın	5	4	49	0.048
duygulu	umi	düşünceli	4	5	47	0.038
duygulu	umi	anne	3	6	46	0.029
duygulu	umi	içli	3	6	46	0.029
duygulu	umi	içten	3	6	46	0.029
duygulu	umi	ağlak	2	7	43	0.019
duygulu	umi	aşk	2	7	43	0.019
duygulu	umi	his	2	7	43	0.019
duygulu	umi	hisli	2	7	43	0.019
duygulu	umi	hüzün	2	7	43	0.019
duygulu	umi	sulu göz	2	7	43	0.019
duygulu	umi	?	1	8	37	0.01
duygulu	umi	an	1	8	37	0.01
duygulu	umi	anlamlı	1	8	37	0.01
duygulu	umi	ben	1	8	37	0.01
duygulu	umi	burç	1	8	37	0.01
duygulu	umi	coşkulu	1	8	37	0.01
duygulu	umi	derin	1	8	37	0.01
duygulu	umi	doğal	1	8	37	0.01
duygulu	umi	dram	1	8	37	0.01
duygulu	umi	duygu	1	8	37	0.01
duygulu	umi	duygusal	1	8	37	0.01
duygulu	umi	emo	1	8	37	0.01
duygulu	umi	hassasiyet	1	8	37	0.01
duygulu	umi	hayvan	1	8	37	0.01
duygulu	umi	hissiz	1	8	37	0.01
duygulu	umi	hüsran	1	8	37	0.01
duygulu	umi	kalp	1	8	37	0.01
duygulu	umi	kibar	1	8	37	0.01
duygulu	umi	melankoli	1	8	37	0.01
duygulu	umi	mesaj	1	8	37	0.01
duygulu	umi	mum	1	8	37	0.01
duygulu	umi	mutlu	1	8	37	0.01
duygulu	umi	mutluluk	1	8	37	0.01
duygulu	umi	naif	1	8	37	0.01
duygulu	umi	ruhsal	1	8	37	0.01
duygulu	umi	sakin	1	8	37	0.01
duygulu	umi	sessiz	1	8	37	0.01
duygulu	umi	sevinçli	1	8	37	0.01
duygulu	umi	sevmek	1	8	37	0.01
duygulu	umi	vicdanlı	1	8	37	0.01
duygulu	umi	yaslı	1	8	37	0.01
duygulu	umi	yoğun	1	8	37	0.01
duygulu	umi	zayıf	1	8	37	0.01
duygulu	umi	çekingen	1	8	37	0.01
duygulu	umi	üzgün	1	8	37	0.01
duygulu	umi	şarkı	1	8	37	0.01
duygulu	umi	şiir	1	8	37	0.01
elem	onl	keder	17	1	23	0.327
elem	onl	üzüntü	5	2	22	0.096
elem	onl	acı	4	3	21	0.077
elem	onl	?	3	4	20	0.058
elem	onl	göz	3	4	20	0.058
elem	onl	dert	2	5	18	0.038
elem	onl	kalem	2	5	18	0.038
elem	onl	ağlamak	1	6	16	0.019
elem	onl	böğür	1	6	16	0.019
elem	onl	fena	1	6	16	0.019
elem	onl	fiş	1	6	16	0.019
elem	onl	gözyaşı	1	6	16	0.019
elem	onl	hastalık	1	6	16	0.019
elem	onl	hüzün	1	6	16	0.019
elem	onl	kader	1	6	16	0.019
elem	onl	kaygı	1	6	16	0.019
elem	onl	kem	1	6	16	0.019
elem	onl	millet	1	6	16	0.019
elem	onl	tere fiş	1	6	16	0.019
elem	onl	utanmak	1	6	16	0.019
elem	onl	vahim	1	6	16	0.019
elem	onl	ölüm	1	6	16	0.019
elem	onl	ızdırap	1	6	16	0.019
elem	tem	keder	45	1	29	0.45
elem	tem	acı	13	2	28	0.13
elem	tem	üzüntü	7	3	27	0.07
elem	tem	ölüm	6	4	26	0.06
elem	tem	dert	2	5	25	0.02
elem	tem	hastalık	2	5	25	0.02
elem	tem	hüzün	2	5	25	0.02
elem	tem	yas	2	5	25	0.02
elem	tem	aşk	1	6	21	0.01
elem	tem	beter	1	6	21	0.01
elem	tem	cenaze	1	6	21	0.01
elem	tem	doğal felaket	1	6	21	0.01
elem	tem	dua	1	6	21	0.01
elem	tem	efkar	1	6	21	0.01
elem	tem	fal	1	6	21	0.01
elem	tem	geçici	1	6	21	0.01
elem	tem	hasret	1	6	21	0.01
elem	tem	iş	1	6	21	0.01
elem	tem	kaygı	1	6	21	0.01
elem	tem	kitap	1	6	21	0.01
elem	tem	kötü	1	6	21	0.01
elem	tem	okul	1	6	21	0.01
elem	tem	sıkılmak	1	6	21	0.01
elem	tem	tasa	1	6	21	0.01
elem	tem	verici	1	6	21	0.01
elem	tem	yürek	1	6	21	0.01
elem	tem	üzücü	1	6	21	0.01
elem	tem	ıstırap	1	6	21	0.01
elem	tem	şiir	1	6	21	0.01
elem	umi	keder	31	1	31	0.295
elem	umi	?	27	2	30	0.257
elem	umi	acı	9	3	29	0.086
elem	umi	hüzün	3	4	28	0.029
elem	umi	kötü	3	4	28	0.029
elem	umi	tere fiş	3	4	28	0.029
elem	umi	dert	2	5	25	0.019
elem	umi	kötülük	2	5	25	0.019
elem	umi	yas	2	5	25	0.019
elem	umi	üzüntü	2	5	25	0.019
elem	umi	coğrafya	1	6	21	0.01
elem	umi	diziler	1	6	21	0.01
elem	umi	dost	1	6	21	0.01
elem	umi	endişe	1	6	21	0.01
elem	umi	ezik	1	6	21	0.01
elem	umi	göz	1	6	21	0.01
elem	umi	hastalık	1	6	21	0.01
elem	umi	ilim	1	6	21	0.01
elem	umi	irfan	1	6	21	0.01
elem	umi	kader	1	6	21	0.01
elem	umi	kahır	1	6	21	0.01
elem	umi	kayıp	1	6	21	0.01
elem	umi	molotof	1	6	21	0.01
elem	umi	sıkıntı	1	6	21	0.01
elem	umi	tanıdık	1	6	21	0.01
elem	umi	uzak	1	6	21	0.01
elem	umi	zor	1	6	21	0.01
elem	umi	çile	1	6	21	0.01
elem	umi	çiçekler	1	6	21	0.01
elem	umi	ölüm	1	6	21	0.01
elem	umi	ümit	1	6	21	0.01
erozyon	onl	toprak	31	1	15	0.596
erozyon	onl	deprem	3	2	14	0.058
erozyon	onl	heyelan	3	2	14	0.058
erozyon	onl	afet	2	3	12	0.038
erozyon	onl	coğrafya	2	3	12	0.038
erozyon	onl	felaket	2	3	12	0.038
erozyon	onl	ağaç	1	4	9	0.019
erozyon	onl	aşınma	1	4	9	0.019
erozyon	onl	doğal afet	1	4	9	0.019
erozyon	onl	kayıp	1	4	9	0.019
erozyon	onl	kuraklık	1	4	9	0.019
erozyon	onl	okul	1	4	9	0.019
erozyon	onl	son	1	4	9	0.019
erozyon	onl	yağmur	1	4	9	0.019
erozyon	onl	yüksek	1	4	9	0.019
erozyon	tem	toprak	55	1	24	0.55
erozyon	tem	ağaç	14	2	23	0.14
erozyon	tem	çöl	4	3	22	0.04
erozyon	tem	kayıp	3	4	21	0.03
erozyon	tem	coğrafya	2	5	20	0.02
erozyon	tem	dağ	2	5	20	0.02
erozyon	tem	felaket	2	5	20	0.02
erozyon	tem	orman	2	5	20	0.02
erozyon	tem	acı	1	6	16	0.01
erozyon	tem	afet	1	6	16	0.01
erozyon	tem	aşınma	1	6	16	0.01
erozyon	tem	bozkır	1	6	16	0.01
erozyon	tem	doğa	1	6	16	0.01
erozyon	tem	heyelan	1	6	16	0.01
erozyon	tem	kayma	1	6	16	0.01
erozyon	tem	sarsıntı	1	6	16	0.01
erozyon	tem	sel	1	6	16	0.01
erozyon	tem	su	1	6	16	0.01
erozyon	tem	tema	1	6	16	0.01
erozyon	tem	yangın	1	6	16	0.01
erozyon	tem	zelzele	1	6	16	0.01
erozyon	tem	çamur	1	6	16	0.01
erozyon	tem	ülke	1	6	16	0.01
erozyon	tem	ıstırap	1	6	16	0.01
erozyon	umi	toprak	52	1	26	0.495
erozyon	umi	ağaç	8	2	25	0.076
erozyon	umi	deprem	6	3	24	0.057
erozyon	umi	?	5	4	23	0.048
erozyon	umi	toprak kayması	5	4	23	0.048
erozyon	umi	afet	3	5	21	0.029
erozyon	umi	coğrafya	3	5	21	0.029
erozyon	umi	doğal afet	3	5	21	0.029
erozyon	umi	felaket	2	6	18	0.019
erozyon	umi	heyelan	2	6	18	0.019
erozyon	umi	ağaçsızlık	1	7	16	0.01
erozyon	umi	aşınma	1	7	16	0.01
erozyon	umi	cinsellik	1	7	16	0.01
erozyon	umi	dağ	1	7	16	0.01
erozyon	umi	fırtına	1	7	16	0.01
erozyon	umi	kaymak	1	7	16	0.01
erozyon	umi	küresel ısınma	1	7	16	0.01
erozyon	umi	sosyal	1	7	16	0.01
erozyon	umi	tahribat	1	7	16	0.01
erozyon	umi	tehlike	1	7	16	0.01
erozyon	umi	tema vakfı	1	7	16	0.01
erozyon	umi	tepe	1	7	16	0.01
erozyon	umi	yıkıntı	1	7	16	0.01
erozyon	umi	çelik	1	7	16	0.01
erozyon	umi	çevre	1	7	16	0.01
erozyon	umi	çöl	1	7	16	0.01
esinti	onl	rüzgar	34	1	15	0.654
esinti	onl	yel	3	2	14	0.058
esinti	onl	mutluluk	2	3	13	0.038
esinti	onl	serinlik	2	3	13	0.038
esinti	onl	ağaç	1	4	11	0.019
esinti	onl	deniz	1	4	11	0.019
esinti	onl	efil efil	1	4	11	0.019
esinti	onl	esin	1	4	11	0.019
esinti	onl	mayıs	1	4	11	0.019
esinti	onl	pencere	1	4	11	0.019
esinti	onl	serin	1	4	11	0.019
esinti	onl	sıcak	1	4	11	0.019
esinti	onl	tatlı	1	4	11	0.019
esinti	onl	vapur	1	4	11	0.019
esinti	onl	yaz	1	4	11	0.019
esinti	tem	rüzgar	41	1	23	0.41
esinti	tem	meltem	15	2	22	0.15
esinti	tem	ferahlık	7	3	21	0.07
esinti	tem	yel	6	4	20	0.06
esinti	tem	serinlik	4	5	19	0.04
esinti	tem	hoş	3	6	18	0.03
esinti	tem	ilham	3	6	18	0.03
esinti	tem	akşam	2	7	16	0.02
esinti	tem	deniz	2	7	16	0.02
esinti	tem	hafif	2	7	16	0.02
esinti	tem	hava	2	7	16	0.02
esinti	tem	ılık	2	7	16	0.02
esinti	tem	ayaz	1	8	11	0.01
esinti	tem	bahar	1	8	11	0.01
esinti	tem	fırtına	1	8	11	0.01
esinti	tem	gece	1	8	11	0.01
esinti	tem	hareket	1	8	11	0.01
esinti	tem	mont	1	8	11	0.01
esinti	tem	mutluluk	1	8	11	0.01
esinti	tem	sahil	1	8	11	0.01
esinti	tem	yaz	1	8	11	0.01
esinti	tem	ürperti	1	8	11	0.01
esinti	tem	üşüme	1	8	11	0.01
esinti	umi	rüzgar	70	1	27	0.667
esinti	umi	soğuk	3	2	26	0.029
esinti	umi	yaz	3	2	26	0.029
esinti	umi	?	2	3	24	0.019
esinti	umi	bahar	2	3	24	0.019
esinti	umi	fırtına	2	3	24	0.019
esinti	umi	meltem	2	3	24	0.019
esinti	umi	serinlik	2	3	24	0.019
esinti	umi	ağaç	1	4	19	0.01
esinti	umi	ferah	1	4	19	0.01
esinti	umi	ferahlık	1	4	19	0.01
esinti	umi	güneş	1	4	19	0.01
esinti	umi	hafif	1	4	19	0.01
esinti	umi	hava	1	4	19	0.01
esinti	umi	hoş	1	4	19	0.01
esinti	umi	kavak	1	4	19	0.01
esinti	umi	kazak	1	4	19	0.01
esinti	umi	kesinti	1	4	19	0.01
esinti	umi	lodos	1	4	19	0.01
esinti	umi	meditasyon	1	4	19	0.01
esinti	umi	santral	1	4	19	0.01
esinti	umi	saç	1	4	19	0.01
esinti	umi	serin	1	4	19	0.01
esinti	umi	sıkıcı	1	4	19	0.01
esinti	umi	yaz mevsimi	1	4	19	0.01
esinti	umi	yel	1	4	19	0.01
esinti	umi	üşümek	1	4	19	0.01
ev	onl	aile	10	1	30	0.192
ev	onl	huzur	5	2	29	0.096
ev	onl	yuva	5	2	29	0.096
ev	onl	araba	4	3	27	0.077
ev	onl	barınak	2	4	26	0.038
ev	onl	oda	2	4	26	0.038
ev	onl	Wi-Fi	1	5	24	0.019
ev	onl	anahtar	1	5	24	0.019
ev	onl	arsa	1	5	24	0.019
ev	onl	bahçe	1	5	24	0.019
ev	onl	güven	1	5	24	0.019
ev	onl	güvenli yer	1	5	24	0.019
ev	onl	hane	1	5	24	0.019
ev	onl	harika	1	5	24	0.019
ev	onl	iş	1	5	24	0.019
ev	onl	kedi	1	5	24	0.019
ev	onl	koku	1	5	24	0.019
ev	onl	masa	1	5	24	0.019
ev	onl	mutluluk	1	5	24	0.019
ev	onl	mülk	1	5	24	0.019
ev	onl	ofis	1	5	24	0.019
ev	onl	rahat	1	5	24	0.019
ev	onl	rahatlık	1	5	24	0.019
ev	onl	sahiplik	1	5	24	0.019
ev	onl	salon	1	5	24	0.019
ev	onl	sıcak	1	5	24	0.019
ev	onl	sıcaklık	1	5	24	0.019
ev	onl	villa	1	5	24	0.019
ev	onl	yalnızlık	1	5	24	0.019
ev	onl	Çanakkale	1	5	24	0.019
ev	tem	aile	16	1	30	0.16
ev	tem	huzur	14	2	29	0.14
ev	tem	sıcaklık	13	3	28	0.13
ev	tem	çatı	13	3	28	0.13
ev	tem	yuva	7	4	26	0.07
ev	tem	araba	5	5	25	0.05
ev	tem	oda	5	5	25	0.05
ev	tem	kira	3	6	23	0.03
ev	tem	rahatlık	3	6	23	0.03
ev	tem	anne	1	7	21	0.01
ev	tem	apartman	1	7	21	0.01
ev	tem	arkadaş	1	7	21	0.01
ev	tem	aşk	1	7	21	0.01
ev	tem	bahçe	1	7	21	0.01
ev	tem	bark	1	7	21	0.01
ev	tem	bina	1	7	21	0.01
ev	tem	birliktelik	1	7	21	0.01
ev	tem	duvar	1	7	21	0.01
ev	tem	güven	1	7	21	0.01
ev	tem	güzel	1	7	21	0.01
ev	tem	havuz	1	7	21	0.01
ev	tem	kalabalık	1	7	21	0.01
ev	tem	memleket	1	7	21	0.01
ev	tem	pencere	1	7	21	0.01
ev	tem	sığınak	1	7	21	0.01
ev	tem	tatil	1	7	21	0.01
ev	tem	uzak	1	7	21	0.01
ev	tem	villa	1	7	21	0.01
ev	tem	yatak	1	7	21	0.01
ev	tem	yazlık	1	7	21	0.01
ev	umi	huzur	12	1	41	0.114
ev	umi	araba	11	2	40	0.105
ev	umi	yuva	10	3	39	0.095
ev	umi	aile	9	4	38	0.086
ev	umi	çatı	6	5	37	0.057
ev	umi	barınak	4	6	36	0.038
ev	umi	oda	4	6	36	0.038
ev	umi	sıcak	4	6	36	0.038
ev	umi	sıcaklık	4	6	36	0.038
ev	umi	anahtar	3	7	32	0.029
ev	umi	anne	3	7	32	0.029
ev	umi	bahçe	2	8	30	0.019
ev	umi	hane	2	8	30	0.019
ev	umi	kale	2	8	30	0.019
ev	umi	kira	2	8	30	0.019
ev	umi	sığınak	2	8	30	0.019
ev	umi	?	1	9	25	0.01
ev	umi	alan	1	9	25	0.01
ev	umi	apartman	1	9	25	0.01
ev	umi	bina	1	9	25	0.01
ev	umi	doğa	1	9	25	0.01
ev	umi	emeklilik	1	9	25	0.01
ev	umi	eşya	1	9	25	0.01
ev	umi	halı	1	9	25	0.01
ev	umi	kapı	1	9	25	0.01
ev	umi	kaçış	1	9	25	0.01
ev	umi	konfor	1	9	25	0.01
ev	umi	köpek	1	9	25	0.01
ev	umi	malikane	1	9	25	0.01
ev	umi	mutluluk	1	9	25	0.01
ev	umi	mülk	1	9	25	0.01
ev	umi	pencere	1	9	25	0.01
ev	umi	rahat	1	9	25	0.01
ev	umi	resim	1	9	25	0.01
ev	umi	sevgi	1	9	25	0.01
ev	umi	uyku	1	9	25	0.01
ev	umi	villa	1	9	25	0.01
ev	umi	yatak	1	9	25	0.01
ev	umi	yaşam alanı	1	9	25	0.01
ev	umi	yemek	1	9	25	0.01
ev	umi	yuvarlak	1	9	25	0.01
eşya	onl	ev	9	1	35	0.173
eşya	onl	mobilya	4	2	34	0.077
eşya	onl	masa	3	3	33	0.058
eşya	onl	çanta	3	3	33	0.058
eşya	onl	koltuk	2	4	31	0.038
eşya	onl	sahip	2	4	31	0.038
eşya	onl	anahtar	1	5	29	0.019
eşya	onl	atkı	1	5	29	0.019
eşya	onl	avize	1	5	29	0.019
eşya	onl	bardak	1	5	29	0.019
eşya	onl	değerli	1	5	29	0.019
eşya	onl	dolap	1	5	29	0.019
eşya	onl	eski	1	5	29	0.019
eşya	onl	gereklilik	1	5	29	0.019
eşya	onl	hatıra	1	5	29	0.019
eşya	onl	ihtiyaç	1	5	29	0.019
eşya	onl	kayıp	1	5	29	0.019
eşya	onl	kolye	1	5	29	0.019
eşya	onl	komodin	1	5	29	0.019
eşya	onl	kütüphane	1	5	29	0.019
eşya	onl	kırmak	1	5	29	0.019
eşya	onl	kıyafet	1	5	29	0.019
eşya	onl	maddi	1	5	29	0.019
eşya	onl	mal	1	5	29	0.019
eşya	onl	maliyet	1	5	29	0.019
eşya	onl	materyal	1	5	29	0.019
eşya	onl	mağaza	1	5	29	0.019
eşya	onl	mülk	1	5	29	0.019
eşya	onl	nesne	1	5	29	0.019
eşya	onl	oda	1	5	29	0.019
eşya	onl	telefon	1	5	29	0.019
eşya	onl	vazo	1	5	29	0.019
eşya	onl	yeni	1	5	29	0.019
eşya	onl	yer	1	5	29	0.019
eşya	onl	özel	1	5	29	0.019
eşya	tem	ev	30	1	35	0.3
eşya	tem	mobilya	11	2	34	0.11
eşya	tem	oda	9	3	33	0.09
eşya	tem	dolap	7	4	32	0.07
eşya	tem	koltuk	4	5	31	0.04
eşya	tem	mal	4	5	31	0.04
eşya	tem	sandalye	3	6	29	0.03
eşya	tem	alet	2	7	28	0.02
eşya	tem	madde	2	7	28	0.02
eşya	tem	masa	2	7	28	0.02
eşya	tem	para	2	7	28	0.02
eşya	tem	araç	1	8	24	0.01
eşya	tem	bavul	1	8	24	0.01
eşya	tem	bağlantı	1	8	24	0.01
eşya	tem	beyaz	1	8	24	0.01
eşya	tem	boşluk	1	8	24	0.01
eşya	tem	elbise	1	8	24	0.01
eşya	tem	fazlalık	1	8	24	0.01
eşya	tem	geniş	1	8	24	0.01
eşya	tem	giysi	1	8	24	0.01
eşya	tem	hacim	1	8	24	0.01
eşya	tem	kalabalık	1	8	24	0.01
eşya	tem	kamyon	1	8	24	0.01
eşya	tem	kargo	1	8	24	0.01
eşya	tem	kağıt	1	8	24	0.01
eşya	tem	küçük	1	8	24	0.01
eşya	tem	kırılma	1	8	24	0.01
eşya	tem	masraf	1	8	24	0.01
eşya	tem	sahiplik	1	8	24	0.01
eşya	tem	tahta	1	8	24	0.01
eşya	tem	taşınmak	1	8	24	0.01
eşya	tem	televizyon	1	8	24	0.01
eşya	tem	yatak	1	8	24	0.01
eşya	tem	özel	1	8	24	0.01
eşya	tem	şarkı	1	8	24	0.01
eşya	umi	koltuk	12	1	51	0.114
eşya	umi	ev	9	2	50	0.086
eşya	umi	dolap	8	3	49	0.076
eşya	umi	mobilya	6	4	48	0.057
eşya	umi	kalem	5	5	47	0.048
eşya	umi	masa	4	6	46	0.038
eşya	umi	?	3	7	45	0.029
eşya	umi	ihtiyaç	3	7	45	0.029
eşya	umi	mal	3	7	45	0.029
eşya	umi	değer	2	8	42	0.019
eşya	umi	gereç	2	8	42	0.019
eşya	umi	kullanım	2	8	42	0.019
