Target	Label	Assoc	n	Rank	RankMax	Probability
altın	onl	gümüş	10	1	26	0.192
altın	onl	değerli	4	2	25	0.077
altın	onl	kuyumcu	4	2	25	0.077
altın	onl	bilezik	3	3	23	0.058
altın	onl	para	3	3	23	0.058
altın	onl	sarı	3	3	23	0.058
altın	onl	çeyrek	3	3	23	0.058
altın	onl	külçe	2	4	19	0.038
altın	onl	kıymetli	2	4	19	0.038
altın	onl	mücevher	2	4	19	0.038
altın	onl	Afrika	1	5	16	0.019
altın	onl	Atatürk	1	5	16	0.019
altın	onl	alyans	1	5	16	0.019
altın	onl	cumhuriyet	1	5	16	0.019
altın	onl	gold	1	5	16	0.019
altın	onl	karat	1	5	16	0.019
altın	onl	kuruş	1	5	16	0.019
altın	onl	küçük altın	1	5	16	0.019
altın	onl	maden	1	5	16	0.019
altın	onl	oran	1	5	16	0.019
altın	onl	saat	1	5	16	0.019
altın	onl	takı	1	5	16	0.019
altın	onl	toka	1	5	16	0.019
altın	onl	yüksek	1	5	16	0.019
altın	onl	zenginlik	1	5	16	0.019
altın	onl	ziynet	1	5	16	0.019
altın	tem	gümüş	16	1	29	0.16
altın	tem	sarı	15	2	28	0.15
altın	tem	yüzük	9	3	27	0.09
altın	tem	bilezik	8	4	26	0.08
altın	tem	değerli	8	4	26	0.08
altın	tem	kuyumcu	7	5	24	0.07
altın	tem	para	5	6	23	0.05
altın	tem	zengin	4	7	22	0.04
altın	tem	parlak	3	8	21	0.03
altın	tem	takı	3	8	21	0.03
altın	tem	düğün	2	9	19	0.02
altın	tem	som	2	9	19	0.02
altın	tem	zincir	2	9	19	0.02
altın	tem	ayar	1	10	16	0.01
altın	tem	bakır	1	10	16	0.01
altın	tem	borç	1	10	16	0.01
altın	tem	define	1	10	16	0.01
altın	tem	diş	1	10	16	0.01
altın	tem	gram	1	10	16	0.01
altın	tem	kolye	1	10	16	0.01
altın	tem	küpe	1	10	16	0.01
altın	tem	madalya	1	10	16	0.01
altın	tem	maden	1	10	16	0.01
altın	tem	pahalı	1	10	16	0.01
altın	tem	saat	1	10	16	0.01
altın	tem	simya	1	10	16	0.01
altın	tem	süs	1	10	16	0.01
altın	tem	yatırım	1	10	16	0.01
altın	tem	çeyrek	1	10	16	0.01
altın	umi	gümüş	14	1	33	0.133
altın	umi	bilezik	12	2	32	0.114
altın	umi	sarı	10	3	31	0.095
altın	umi	değerli	8	4	30	0.076
altın	umi	düğün	7	5	29	0.067
altın	umi	kolye	7	5	29	0.067
altın	umi	para	6	6	27	0.057
altın	umi	yüzük	4	7	26	0.038
altın	umi	değer	3	8	25	0.029
altın	umi	kuyumcu	3	8	25	0.029
altın	umi	külçe	3	8	25	0.029
altın	umi	pahalı	3	8	25	0.029
altın	umi	zenginlik	3	8	25	0.029
altın	umi	evlilik	2	9	20	0.019
altın	umi	takı	2	9	20	0.019
altın	umi	?	1	10	18	0.01
altın	umi	Arap	1	10	18	0.01
altın	umi	Kapalıçarşı	1	10	18	0.01
altın	umi	bileklik	1	10	18	0.01
altın	umi	borsa	1	10	18	0.01
altın	umi	diş	1	10	18	0.01
altın	umi	dolar	1	10	18	0.01
altın	umi	güneş	1	10	18	0.01
altın	umi	kazanç	1	10	18	0.01
altın	umi	küpe	1	10	18	0.01
altın	umi	maden	1	10	18	0.01
altın	umi	mücevher	1	10	18	0.01
altın	umi	parlaklık	1	10	18	0.01
altın	umi	saat	1	10	18	0.01
altın	umi	yastık altı	1	10	18	0.01
altın	umi	yatırım	1	10	18	0.01
altın	umi	zengin	1	10	18	0.01
altın	umi	şifa	1	10	18	0.01
alıntı	onl	kopya	5	1	33	0.096
alıntı	onl	cümle	3	2	32	0.058
alıntı	onl	intihal	3	2	32	0.058
alıntı	onl	kitap	3	2	32	0.058
alıntı	onl	söz	3	2	32	0.058
alıntı	onl	tırnak işareti	3	2	32	0.058
alıntı	onl	yazı	3	2	32	0.058
alıntı	onl	makale	2	3	26	0.038
alıntı	onl	yazar	2	3	26	0.038
alıntı	onl	çalıntı	2	3	26	0.038
alıntı	onl	?	1	4	23	0.019
alıntı	onl	APA	1	4	23	0.019
alıntı	onl	Twitter	1	4	23	0.019
alıntı	onl	akademik	1	4	23	0.019
alıntı	onl	deyim	1	4	23	0.019
alıntı	onl	edebiyat	1	4	23	0.019
alıntı	onl	felsefe	1	4	23	0.019
alıntı	onl	format	1	4	23	0.019
alıntı	onl	kolay	1	4	23	0.019
alıntı	onl	quote	1	4	23	0.019
alıntı	onl	referans	1	4	23	0.019
alıntı	onl	sabır	1	4	23	0.019
alıntı	onl	saygı	1	4	23	0.019
alıntı	onl	söylem	1	4	23	0.019
alıntı	onl	tez	1	4	23	0.019
alıntı	onl	tırnak	1	4	23	0.019
alıntı	onl	yapmak	1	4	23	0.019
alıntı	onl	çalmak	1	4	23	0.019
alıntı	onl	ödev	1	4	23	0.019
alıntı	onl	önemli	1	4	23	0.019
alıntı	onl	örnek	1	4	23	0.019
alıntı	onl	örnekleme	1	4	23	0.019
alıntı	onl	özenti	1	4	23	0.019
alıntı	tem	çalıntı	18	1	38	0.18
alıntı	tem	kopya	10	2	37	0.1
alıntı	tem	kitap	8	3	36	0.08
alıntı	tem	çalmak	7	4	35	0.07
alıntı	tem	makale	6	5	34	0.06
alıntı	tem	hırsızlık	4	6	33	0.04
alıntı	tem	paragraf	4	6	33	0.04
alıntı	tem	şiir	4	6	33	0.04
alıntı	tem	tırnak işareti	3	7	30	0.03
alıntı	tem	yazar	3	7	30	0.03
alıntı	tem	yazı	3	7	30	0.03
alıntı	tem	parça	2	8	27	0.02
alıntı	tem	referans	2	8	27	0.02
alıntı	tem	taklit	2	8	27	0.02
alıntı	tem	aktarım	1	9	24	0.01
alıntı	tem	almak	1	9	24	0.01
alıntı	tem	araştırma	1	9	24	0.01
alıntı	tem	başvuru	1	9	24	0.01
alıntı	tem	bölüm	1	9	24	0.01
alıntı	tem	deneme	1	9	24	0.01
alıntı	tem	dergi	1	9	24	0.01
alıntı	tem	değer	1	9	24	0.01
alıntı	tem	dipnot	1	9	24	0.01
alıntı	tem	eser	1	9	24	0.01
alıntı	tem	hikaye	1	9	24	0.01
alıntı	tem	ilave	1	9	24	0.01
alıntı	tem	kaçak	1	9	24	0.01
alıntı	tem	kelime	1	9	24	0.01
alıntı	tem	kesit	1	9	24	0.01
alıntı	tem	kısa	1	9	24	0.01
alıntı	tem	kısım	1	9	24	0.01
alıntı	tem	okuma	1	9	24	0.01
alıntı	tem	parantez	1	9	24	0.01
alıntı	tem	roman	1	9	24	0.01
alıntı	tem	sahtekarlık	1	9	24	0.01
alıntı	tem	söz	1	9	24	0.01
alıntı	tem	çeviri	1	9	24	0.01
alıntı	tem	örnek	1	9	24	0.01
alıntı	umi	kopya	15	1	47	0.143
alıntı	umi	tırnak işareti	10	2	46	0.095
alıntı	umi	kitap	9	3	45	0.086
alıntı	umi	?	6	4	44	0.057
alıntı	umi	söz	5	5	43	0.048
alıntı	umi	roman	4	6	42	0.038
alıntı	umi	hırsızlık	3	7	41	0.029
alıntı	umi	intihal	3	7	41	0.029
alıntı	umi	çalıntı	3	7	41	0.029
alıntı	umi	bilgi	2	8	38	0.019
alıntı	umi	hikaye	2	8	38	0.019
alıntı	umi	kaynak	2	8	38	0.019
alıntı	umi	kopyalama	2	8	38	0.019
alıntı	umi	makale	2	8	38	0.019
alıntı	umi	referans	2	8	38	0.019
alıntı	umi	yazı	2	8	38	0.019
alıntı	umi	ödev	2	8	38	0.019
alıntı	umi	özet	2	8	38	0.019
alıntı	umi	American Psychological Association	1	9	29	0.01
alıntı	umi	akademi	1	9	29	0.01
alıntı	umi	aktarma	1	9	29	0.01
alıntı	umi	araştırma	1	9	29	0.01
alıntı	umi	ayar	1	9	29	0.01
alıntı	umi	başkasının	1	9	29	0.01
alıntı	umi	dayak	1	9	29	0.01
alıntı	umi	dedi	1	9	29	0.01
alıntı	umi	destek	1	9	29	0.01
alıntı	umi	direkt	1	9	29	0.01
alıntı	umi	esinlenme	1	9	29	0.01
alıntı	umi	fikir çalma	1	9	29	0.01
alıntı	umi	fıkra	1	9	29	0.01
alıntı	umi	gönderme	1	9	29	0.01
alıntı	umi	kullanmak	1	9	29	0.01
alıntı	umi	metin	1	9	29	0.01
alıntı	umi	müzik	1	9	29	0.01
alıntı	umi	parantez	1	9	29	0.01
alıntı	umi	paylaşım	1	9	29	0.01
alıntı	umi	proje	1	9	29	0.01
alıntı	umi	seçmek	1	9	29	0.01
alıntı	umi	taklit	1	9	29	0.01
alıntı	umi	tırnak	1	9	29	0.01
alıntı	umi	vurgu	1	9	29	0.01
alıntı	umi	yardımcı	1	9	29	0.01
alıntı	umi	yazar	1	9	29	0.01
alıntı	umi	zorunlu	1	9	29	0.01
alıntı	umi	örnek	1	9	29	0.01
alıntı	umi	özentilik	1	9	29	0.01
asker	onl	yeşil	9	1	29	0.173
asker	onl	vatan	5	2	28	0.096
asker	onl	silah	4	3	27	0.077
asker	onl	er	3	4	26	0.058
asker	onl	komando	2	5	25	0.038
asker	onl	ordu	2	5	25	0.038
asker	onl	subay	2	5	25	0.038
asker	onl	Çanakkale	2	5	25	0.038
asker	onl	üniforma	2	5	25	0.038
asker	onl	şehit	2	5	25	0.038
asker	onl	20	1	6	19	0.019
asker	onl	anı	1	6	19	0.019
asker	onl	askerlik	1	6	19	0.019
asker	onl	bedelli	1	6	19	0.019
asker	onl	darbe	1	6	19	0.019
asker	onl	dik	1	6	19	0.019
asker	onl	doğu	1	6	19	0.019
asker	onl	erkek	1	6	19	0.019
asker	onl	haki	1	6	19	0.019
asker	onl	kurşun	1	6	19	0.019
asker	onl	memleket	1	6	19	0.019
asker	onl	savaş	1	6	19	0.019
asker	onl	savunma	1	6	19	0.019
asker	onl	selam	1	6	19	0.019
asker	onl	yürüyüş	1	6	19	0.019
asker	onl	zor	1	6	19	0.019
asker	onl	zorlama	1	6	19	0.019
asker	onl	zorluk	1	6	19	0.019
asker	onl	ölü	1	6	19	0.019
asker	tem	savaş	17	1	32	0.17
asker	tem	er	12	2	31	0.12
asker	tem	silah	10	3	30	0.1
asker	tem	ordu	8	4	29	0.08
asker	tem	yeşil	7	5	28	0.07
asker	tem	üniforma	5	6	27	0.05
asker	tem	güvenlik	3	7	26	0.03
asker	tem	tezkere	3	7	26	0.03
asker	tem	tüfek	3	7	26	0.03
asker	tem	vatan	3	7	26	0.03
asker	tem	Mehmetçik	2	8	22	0.02
asker	tem	disiplin	2	8	22	0.02
asker	tem	komutan	2	8	22	0.02
asker	tem	koruma	2	8	22	0.02
asker	tem	nöbet	2	8	22	0.02
asker	tem	postal	2	8	22	0.02
asker	tem	özlem	2	8	22	0.02
asker	tem	aile	1	9	15	0.01
asker	tem	baba	1	9	15	0.01
asker	tem	barış	1	9	15	0.01
asker	tem	film	1	9	15	0.01
asker	tem	gurbet	1	9	15	0.01
asker	tem	görev	1	9	15	0.01
asker	tem	güç	1	9	15	0.01
asker	tem	hapishane	1	9	15	0.01
asker	tem	kep	1	9	15	0.01
asker	tem	kışla	1	9	15	0.01
asker	tem	matara	1	9	15	0.01
asker	tem	subay	1	9	15	0.01
asker	tem	ölüm	1	9	15	0.01
asker	tem	üst	1	9	15	0.01
asker	tem	şafak	1	9	15	0.01
asker	umi	vatan	11	1	55	0.105
asker	umi	yeşil	10	2	54	0.095
asker	umi	savaş	8	3	53	0.076
asker	umi	silah	7	4	52	0.067
asker	umi	ordu	6	5	51	0.057
asker	umi	üniforma	4	6	50	0.038
asker	umi	şehit	4	6	50	0.038
asker	umi	er	3	7	48	0.029
asker	umi	disiplin	2	8	47	0.019
asker	umi	erkek	2	8	47	0.019
asker	umi	kamuflaj	2	8	47	0.019
asker	umi	komutan	2	8	47	0.019
asker	umi	özlem	2	8	47	0.019
asker	umi	Kuleli Askeri Lisesi	1	9	42	0.01
asker	umi	Mehmetçik	1	9	42	0.01
asker	umi	bedelli	1	9	42	0.01
asker	umi	bekleyiş	1	9	42	0.01
asker	umi	bekçi	1	9	42	0.01
asker	umi	ciddiyet	1	9	42	0.01
asker	umi	darbe	1	9	42	0.01
asker	umi	davul	1	9	42	0.01
asker	umi	dağ	1	9	42	0.01
asker	umi	devlet	1	9	42	0.01
asker	umi	dur	1	9	42	0.01
asker	umi	en büyük	1	9	42	0.01
asker	umi	feda	1	9	42	0.01
asker	umi	forma	1	9	42	0.01
asker	umi	gurbet	1	9	42	0.01
asker	umi	gurbetlik	1	9	42	0.01
asker	umi	gurur	1	9	42	0.01
asker	umi	güven	1	9	42	0.01
asker	umi	haki	1	9	42	0.01
asker	umi	hava kuvvetleri	1	9	42	0.01
asker	umi	inşaat	1	9	42	0.01
asker	umi	katı	1	9	42	0.01
asker	umi	kaçak	1	9	42	0.01
asker	umi	kağan	1	9	42	0.01
asker	umi	kep	1	9	42	0.01
asker	umi	koruma	1	9	42	0.01
asker	umi	kıyafet	1	9	42	0.01
asker	umi	nöbet	1	9	42	0.01
asker	umi	okul	1	9	42	0.01
asker	umi	onbaşı	1	9	42	0.01
asker	umi	resmi	1	9	42	0.01
asker	umi	rütbe	1	9	42	0.01
asker	umi	selam	1	9	42	0.01
asker	umi	sivil	1	9	42	0.01
asker	umi	teskere	1	9	42	0.01
asker	umi	tüfek	1	9	42	0.01
asker	umi	uzak	1	9	42	0.01
asker	umi	yirmi	1	9	42	0.01
asker	umi	zorlama	1	9	42	0.01
asker	umi	zorluk	1	9	42	0.01
asker	umi	ölüm	1	9	42	0.01
asker	umi	şafak	1	9	42	0.01
atom	onl	bomba	10	1	18	0.192
atom	onl	karınca	6	2	17	0.115
atom	onl	Einstein	5	3	16	0.096
atom	onl	fizik	5	3	16	0.096
atom	onl	parçacık	5	3	16	0.096
atom	onl	bilim	4	4	13	0.077
atom	onl	kimya	3	5	12	0.058
atom	onl	molekül	3	5	12	0.058
atom	onl	küçük	2	6	10	0.038
atom	onl	Belçika	1	7	9	0.019
atom	onl	Dalton	1	7	9	0.019
atom	onl	Hiroşima	1	7	9	0.019
atom	onl	atom bombası	1	7	9	0.019
atom	onl	fen	1	7	9	0.019
atom	onl	model	1	7	9	0.019
atom	onl	partikül	1	7	9	0.019
atom	onl	patlama	1	7	9	0.019
atom	onl	çekirdek	1	7	9	0.019
atom	tem	bomba	21	1	28	0.21
atom	tem	karınca	15	2	27	0.15
atom	tem	kimya	14	3	26	0.14
atom	tem	çekirdek	7	4	25	0.07
atom	tem	küçük	6	5	24	0.06
atom	tem	molekül	5	6	23	0.05
atom	tem	elektron	4	7	22	0.04
atom	tem	fen	2	8	21	0.02
atom	tem	fizik	2	8	21	0.02
atom	tem	nükleer enerji	2	8	21	0.02
atom	tem	parça	2	8	21	0.02
atom	tem	proton	2	8	21	0.02
atom	tem	uzay	2	8	21	0.02
atom	tem	yörünge	2	8	21	0.02
atom	tem	bağ	1	9	14	0.01
atom	tem	ders	1	9	14	0.01
atom	tem	elektrik	1	9	14	0.01
atom	tem	element	1	9	14	0.01
atom	tem	genetik	1	9	14	0.01
atom	tem	hareketli	1	9	14	0.01
atom	tem	hücre	1	9	14	0.01
atom	tem	madde	1	9	14	0.01
atom	tem	muamma	1	9	14	0.01
atom	tem	nöron	1	9	14	0.01
atom	tem	parçalanma	1	9	14	0.01
atom	tem	tehlike	1	9	14	0.01
atom	tem	ufak	1	9	14	0.01
atom	tem	öz	1	9	14	0.01
atom	umi	karınca	10	1	40	0.095
atom	umi	bomba	9	2	39	0.086
atom	umi	bilim	8	3	38	0.076
atom	umi	küçük	7	4	37	0.067
atom	umi	kimya	6	5	36	0.057
atom	umi	Einstein	5	6	35	0.048
atom	umi	fizik	5	6	35	0.048
atom	umi	molekül	5	6	35	0.048
atom	umi	?	4	7	32	0.038
atom	umi	parça	4	7	32	0.038
atom	umi	fen	3	8	30	0.029
atom	umi	parçacık	3	8	30	0.029
atom	umi	çekirdek	3	8	30	0.029
atom	umi	biyoloji	2	9	27	0.019
atom	umi	hücre	2	9	27	0.019
atom	umi	nöron	2	9	27	0.019
atom	umi	parçalamak	2	9	27	0.019
atom	umi	proton	2	9	27	0.019
atom	umi	uzay	2	9	27	0.019
atom	umi	Big Bang	1	10	21	0.01
atom	umi	deney	1	10	21	0.01
atom	umi	dizi	1	10	21	0.01
atom	umi	dünya	1	10	21	0.01
atom	umi	dünya varoluşu	1	10	21	0.01
atom	umi	elektron	1	10	21	0.01
atom	umi	element	1	10	21	0.01
atom	umi	en küçük	1	10	21	0.01
atom	umi	enerji	1	10	21	0.01
atom	umi	kök	1	10	21	0.01
atom	umi	laboratuvar	1	10	21	0.01
atom	umi	mühendis	1	10	21	0.01
atom	umi	parçalılık	1	10	21	0.01
atom	umi	salata	1	10	21	0.01
atom	umi	ses	1	10	21	0.01
atom	umi	teknoloji	1	10	21	0.01
atom	umi	teori	1	10	21	0.01
atom	umi	yapı	1	10	21	0.01
atom	umi	yapı taşı	1	10	21	0.01
atom	umi	çekirdeği	1	10	21	0.01
atom	umi	ışın	1	10	21	0.01
avuç	onl	el	23	1	26	0.442
avuç	onl	aya	2	2	25	0.038
avuç	onl	para	2	2	25	0.038
avuç	onl	toprak	2	2	25	0.038
avuç	onl	çizgi	2	2	25	0.038
avuç	onl	?	1	3	21	0.019
avuç	onl	Fatma Ana	1	3	21	0.019
avuç	onl	destek	1	3	21	0.019
avuç	onl	dilenmek	1	3	21	0.019
avuç	onl	el içi	1	3	21	0.019
avuç	onl	fındık	1	3	21	0.019
avuç	onl	istek	1	3	21	0.019
avuç	onl	iz	1	3	21	0.019
avuç	onl	iç	1	3	21	0.019
avuç	onl	içi	1	3	21	0.019
avuç	onl	kader	1	3	21	0.019
avuç	onl	kaşıntı	1	3	21	0.019
avuç	onl	kum	1	3	21	0.019
avuç	onl	külçe	1	3	21	0.019
avuç	onl	muhtaç	1	3	21	0.019
avuç	onl	parmak	1	3	21	0.019
avuç	onl	sağ	1	3	21	0.019
avuç	onl	sevgi	1	3	21	0.019
avuç	onl	ter	1	3	21	0.019
avuç	onl	yardım	1	3	21	0.019
avuç	onl	çerez	1	3	21	0.019
avuç	tem	el	52	1	18	0.52
avuç	tem	aya	20	2	17	0.2
avuç	tem	parmak	5	3	16	0.05
avuç	tem	iç	3	4	15	0.03
avuç	tem	para	3	4	15	0.03
avuç	tem	terleme	3	4	15	0.03
avuç	tem	su	2	5	12	0.02
avuç	tem	çizgi	2	5	12	0.02
avuç	tem	bulmaca	1	6	10	0.01
avuç	tem	dua	1	6	10	0.01
avuç	tem	fındık	1	6	10	0.01
avuç	tem	havuç	1	6	10	0.01
avuç	tem	içki	1	6	10	0.01
avuç	tem	kaşıntı	1	6	10	0.01
avuç	tem	leblebi	1	6	10	0.01
avuç	tem	nem	1	6	10	0.01
avuç	tem	yara	1	6	10	0.01
avuç	tem	yüzük	1	6	10	0.01
avuç	umi	el	51	1	39	0.486
avuç	umi	ter	5	2	38	0.048
avuç	umi	içi	4	3	37	0.038
avuç	umi	kader	4	3	37	0.038
avuç	umi	aya	3	4	35	0.029
avuç	umi	?	2	5	34	0.019
avuç	umi	elbise	2	5	34	0.019
avuç	umi	sıcaklık	2	5	34	0.019
avuç	umi	çizgi	2	5	34	0.019
avuç	umi	az	1	6	30	0.01
avuç	umi	cetvel	1	6	30	0.01
avuç	umi	dilenmek	1	6	30	0.01
avuç	umi	dua	1	6	30	0.01
avuç	umi	el alem	1	6	30	0.01
avuç	umi	fal	1	6	30	0.01
avuç	umi	fındık	1	6	30	0.01
avuç	umi	güven	1	6	30	0.01
avuç	umi	havuç	1	6	30	0.01
avuç	umi	hayat çizgisi	1	6	30	0.01
avuç	umi	istemek	1	6	30	0.01
avuç	umi	iç	1	6	30	0.01
avuç	umi	kaşınmak	1	6	30	0.01
avuç	umi	kaşıntı	1	6	30	0.01
avuç	umi	mantar	1	6	30	0.01
avuç	umi	minik	1	6	30	0.01
avuç	umi	nasır	1	6	30	0.01
avuç	umi	oje	1	6	30	0.01
avuç	umi	para	1	6	30	0.01
avuç	umi	su	1	6	30	0.01
avuç	umi	sıkmak	1	6	30	0.01
avuç	umi	terlemek	1	6	30	0.01
avuç	umi	tokat	1	6	30	0.01
avuç	umi	toprak	1	6	30	0.01
avuç	umi	yardım	1	6	30	0.01
avuç	umi	yaşam çizgisi	1	6	30	0.01
avuç	umi	yemek	1	6	30	0.01
avuç	umi	yüzük	1	6	30	0.01
avuç	umi	çizgiler	1	6	30	0.01
avuç	umi	şeker	1	6	30	0.01
ayıp	onl	yanlış	4	1	38	0.077
ayıp	onl	günah	3	2	37	0.058
ayıp	onl	küfür	3	2	37	0.058
ayıp	onl	utanç	3	2	37	0.058
ayıp	onl	ahlak	2	3	34	0.038
ayıp	onl	seks	2	3	34	0.038
ayıp	onl	tabu	2	3	34	0.038
ayıp	onl	toplum	2	3	34	0.038
ayıp	onl	yasak	2	3	34	0.038
ayıp	onl	?	1	4	29	0.019
ayıp	onl	aldatmak	1	4	29	0.019
ayıp	onl	ağız	1	4	29	0.019
ayıp	onl	cinsellik	1	4	29	0.019
ayıp	onl	değişken	1	4	29	0.019
ayıp	onl	düşüncesizlik	1	4	29	0.019
ayıp	onl	edep	1	4	29	0.019
ayıp	onl	etmek	1	4	29	0.019
ayıp	onl	gelenek	1	4	29	0.019
ayıp	onl	görgü	1	4	29	0.019
ayıp	onl	görgüsüzlük	1	4	29	0.019
ayıp	onl	hoş değil	1	4	29	0.019
ayıp	onl	kaba	1	4	29	0.019
ayıp	onl	kontrol	1	4	29	0.019
ayıp	onl	kötü	1	4	29	0.019
ayıp	onl	kızarmak	1	4	29	0.019
ayıp	onl	norm	1	4	29	0.019
ayıp	onl	rezillik	1	4	29	0.019
ayıp	onl	saçma	1	4	29	0.019
ayıp	onl	sesli sakız patlatmak	1	4	29	0.019
ayıp	onl	terbiye	1	4	29	0.019
ayıp	onl	terbiyesiz	1	4	29	0.019
ayıp	onl	utanma	1	4	29	0.019
ayıp	onl	utanmak	1	4	29	0.019
ayıp	onl	yalan	1	4	29	0.019
ayıp	onl	yalan söylemek	1	4	29	0.019
ayıp	onl	yargılanan	1	4	29	0.019
ayıp	onl	yatak	1	4	29	0.019
ayıp	onl	yaşlı	1	4	29	0.019
ayıp	tem	günah	15	1	50	0.15
ayıp	tem	kötü	6	2	49	0.06
ayıp	tem	ahlak	5	3	48	0.05
ayıp	tem	küfür	5	3	48	0.05
ayıp	tem	utanç verici	5	3	48	0.05
ayıp	tem	toplum	4	4	45	0.04
ayıp	tem	cinsellik	3	5	44	0.03
ayıp	tem	açık	2	6	43	0.02
ayıp	tem	kural	2	6	43	0.02
ayıp	tem	kusur	2	6	43	0.02
ayıp	tem	müstehcen	2	6	43	0.02
ayıp	tem	saklı	2	6	43	0.02
ayıp	tem	susmak	2	6	43	0.02
ayıp	tem	sıkıcı	2	6	43	0.02
ayıp	tem	tövbe	2	6	43	0.02
ayıp	tem	yalan	2	6	43	0.02
ayıp	tem	çirkin	2	6	43	0.02
ayıp	tem	çocuk	2	6	43	0.02
ayıp	tem	çıplak	2	6	43	0.02
ayıp	tem	ön yargı	2	6	43	0.02
ayıp	tem	örf	2	6	43	0.02
ayıp	tem	bağnazlık	1	7	29	0.01
ayıp	tem	bağırmak	1	7	29	0.01
ayıp	tem	dışlama	1	7	29	0.01
ayıp	tem	erotik	1	7	29	0.01
ayıp	tem	gelenek	1	7	29	0.01
ayıp	tem	gizli	1	7	29	0.01
ayıp	tem	gülmek	1	7	29	0.01
ayıp	tem	hata	1	7	29	0.01
ayıp	tem	kaba	1	7	29	0.01
ayıp	tem	kabahat	1	7	29	0.01
ayıp	tem	konuşmak	1	7	29	0.01
ayıp	tem	kınama	1	7	29	0.01
ayıp	tem	kız	1	7	29	0.01
ayıp	tem	kızarma	1	7	29	0.01
ayıp	tem	kızdırma	1	7	29	0.01
ayıp	tem	namus	1	7	29	0.01
ayıp	tem	neden	1	7	29	0.01
ayıp	tem	onaysız	1	7	29	0.01
ayıp	tem	saygısızlık	1	7	29	0.01
ayıp	tem	saçmalık	1	7	29	0.01
ayıp	tem	tabu	1	7	29	0.01
ayıp	tem	terbiye	1	7	29	0.01
ayıp	tem	uygunsuz	1	7	29	0.01
ayıp	tem	vücut	1	7	29	0.01
ayıp	tem	yasak	1	7	29	0.01
ayıp	tem	yatak	1	7	29	0.01
ayıp	tem	yaşlı	1	7	29	0.01
ayıp	tem	çalmak	1	7	29	0.01
ayıp	tem	özür	1	7	29	0.01
ayıp	umi	günah	10	1	53	0.095
ayıp	umi	utanç	9	2	52	0.086
ayıp	umi	kötü	8	3	51	0.076
ayıp	umi	yanlış	5	4	50	0.048
ayıp	umi	yasak	5	4	50	0.048
ayıp	umi	?	4	5	48	0.038
ayıp	umi	kusur	4	5	48	0.038
ayıp	umi	ahlak	3	6	46	0.029
ayıp	umi	toplum	3	6	46	0.029
ayıp	umi	utanmak	3	6	46	0.029
ayıp	umi	gelenek	2	7	43	0.019
ayıp	umi	kabahat	2	7	43	0.019
ayıp	umi	kural	2	7	43	0.019
ayıp	umi	terbiyesiz	2	7	43	0.019
ayıp	umi	terbiyesizlik	2	7	43	0.019
ayıp	umi	utanma	2	7	43	0.019
ayıp	umi	uygunsuz	2	7	43	0.019
ayıp	umi	yalan	2	7	43	0.019
ayıp	umi	aykırı	1	8	35	0.01
ayıp	umi	ağız	1	8	35	0.01
ayıp	umi	baskı	1	8	35	0.01
ayıp	umi	cinsellik	1	8	35	0.01
ayıp	umi	edep	1	8	35	0.01
ayıp	umi	el alem	1	8	35	0.01
ayıp	umi	gizli	1	8	35	0.01
ayıp	umi	görüş	1	8	35	0.01
ayıp	umi	haya	1	8	35	0.01
ayıp	umi	hemşire	1	8	35	0.01
ayıp	umi	hoş olmayan	1	8	35	0.01
ayıp	umi	hoşgörü	1	8	35	0.01
ayıp	umi	inanç	1	8	35	0.01
ayıp	umi	kayıp	1	8	35	0.01
ayıp	umi	kötülük	1	8	35	0.01
ayıp	umi	küçük çocuk	1	8	35	0.01
ayıp	umi	kırmızı	1	8	35	0.01
ayıp	umi	kızmak	1	8	35	0.01
ayıp	umi	mahalle baskısı	1	8	35	0.01
ayıp	umi	mini etek	1	8	35	0.01
ayıp	umi	muhafazakar	1	8	35	0.01
ayıp	umi	namus	1	8	35	0.01
ayıp	umi	norm	1	8	35	0.01
ayıp	umi	otorite	1	8	35	0.01
ayıp	umi	sapık	1	8	35	0.01
ayıp	umi	seks	1	8	35	0.01
ayıp	umi	tabu	1	8	35	0.01
ayıp	umi	toplumsal	1	8	35	0.01
ayıp	umi	toplumsal kurallar	1	8	35	0.01
ayıp	umi	töre	1	8	35	0.01
ayıp	umi	utanç verici	1	8	35	0.01
ayıp	umi	yaşlı	1	8	35	0.01
ayıp	umi	yolu kayıp	1	8	35	0.01
ayıp	umi	yorgan	1	8	35	0.01
ayıp	umi	çirkin	1	8	35	0.01
açlık	onl	Afrika	12	1	27	0.231
açlık	onl	tokluk	7	2	26	0.135
açlık	onl	yemek	5	3	25	0.096
açlık	onl	gurultu	2	4	24	0.038
açlık	onl	parasızlık	2	4	24	0.038
açlık	onl	susuzluk	2	4	24	0.038
açlık	onl	zorluk	2	4	24	0.038
açlık	onl	Hindistan	1	5	20	0.019
açlık	onl	Survivor	1	5	20	0.019
açlık	onl	evsiz	1	5	20	0.019
açlık	onl	eziyet	1	5	20	0.019
açlık	onl	fakir	1	5	20	0.019
açlık	onl	fakirlik	1	5	20	0.019
açlık	onl	ihtiyaç	1	5	20	0.019
açlık	onl	koşullar	1	5	20	0.019
açlık	onl	kıtlık	1	5	20	0.019
açlık	onl	mutsuzluk	1	5	20	0.019
açlık	onl	mücadele	1	5	20	0.019
açlık	onl	oyun	1	5	20	0.019
açlık	onl	siyah	1	5	20	0.019
